teamBlue,teamRed,patch,winner,Blue_champion_1,Red_champion_1,Blue_champion_2,Red_champion_2,Blue_champion_3,Red_champion_3,Blue_champion_4,Red_champion_4,Blue_champion_5,Red_champion_5
Eintracht Spandau,FC Schalke 04 Esports,14.01,Blue,Riven,Aatrox,Maokai,Sejuani,Azir,Corki,Senna,Aphelios,Ornn,Janna
Team du Sud,Gentle Mates,14.01,Blue,Rumble,Karma,Rell,Maokai,Azir,Tristana,Xayah,Kalista,Renata Glasc,Soraka
E WIE EINFACH E-SPORTS,Unicorns of Love Sexy Edition,14.01,Red,Rumble,Udyr,Xin Zhao,Vi,Tristana,Orianna,Nilah,Varus,Seraphine,Ashe
Zero Tenacity,GRP Esports,14.01,Blue,K'Sante,Jax,Jarvan IV,Maokai,Azir,Akali,Lucian,Aphelios,Nami,Milio
Aegis,Karmine Corp Blue,14.01,Red,Aatrox,K'Sante,Sejuani,Rell,Corki,Akali,Lucian,Draven,Milio,Nautilus
SK Gaming Prime,Eintracht Frankfurt,14.01,Blue,Udyr,Gnar,Vi,Sejuani,Akali,Corki,Senna,Varus,Nautilus,Renata Glasc
Solary,Team BDS Academy,14.01,Blue,K'Sante,Gnar,Rell,Vi,Azir,Akali,Varus,Lucian,Blitzcrank,Milio
Verdant,DMG Esports,14.01,Blue,K'Sante,Aatrox,Lee Sin,Jarvan IV,Azir,Orianna,Varus,Aphelios,Rell,Rakan
Partizan Esports,Diamant Esports,14.01,Red,Sion,Udyr,Xin Zhao,Lee Sin,Akali,Neeko,Varus,Ashe,Hwei,Rell
MOUZ NXT,Austrian Force willhaben,14.01,Red,K'Sante,Aatrox,Vi,Rell,Corki,Azir,Varus,Ashe,Leona,Nautilus
SPIKE Syndicate,Crvena zvezda Esports,14.01,Blue,Rumble,Udyr,Maokai,Nocturne,Jayce,Sylas,Ezreal,Aphelios,Nautilus,Rell
NNO Prime,Berlin International Gaming,14.01,Blue,K'Sante,Rumble,Lee Sin,Viego,Azir,Corki,Varus,Miss Fortune,Bard,Amumu
Dark Passage,NASR eSports Turkey,14.01,Blue,Olaf,K'Sante,Lee Sin,Viego,Orianna,Azir,Lucian,Seraphine,Milio,Rell
GameWard,Solary,14.01,Red,Rumble,K'Sante,Jarvan IV,Maokai,Orianna,Syndra,Lucian,Xayah,Milio,Blitzcrank
Eintracht Frankfurt,E WIE EINFACH E-SPORTS,14.01,Red,Aatrox,Renekton,Rell,Maokai,Orianna,Tristana,Senna,Varus,Nautilus,Alistar
Ruddy Esports,Nativz,14.01,Red,Rumble,Aatrox,Xin Zhao,Vi,Irelia,Viktor,Varus,Ashe,Blitzcrank,Braum
BoostGate Esports,FUT Esports,14.01,Blue,K'Sante,Gwen,Vi,Xin Zhao,Akali,Azir,Lucian,Aphelios,Nami,Milio
Lupus Esports,Diamant Esports,14.01,Red,Gnar,K'Sante,Vi,Xin Zhao,Azir,Akali,Samira,Varus,Rakan,Rell
Odivelas Sports Club,White Dragons,14.01,Blue,Poppy,Olaf,Rell,Xin Zhao,Sylas,Seraphine,Lucian,Varus,Milio,Karma
Galakticos,Misa Esports,14.01,Red,Gnar,K'Sante,Poppy,Trundle,Orianna,Azir,Xayah,Varus,Rakan,Nautilus
BeFive,Partizan Esports,14.01,Blue,Rumble,Kennen,Maokai,Lee Sin,Irelia,Yone,Jhin,Orianna,Rell,Taric
Unicorns of Love Sexy Edition,MOUZ NXT,14.01,Blue,K'Sante,Aatrox,Lillia,Vi,Orianna,Corki,Sion,Aphelios,Senna,Nautilus
BWE Esports,SAW,14.01,Red,Fiora,Renekton,Mordekaiser,Maokai,Hwei,Azir,Jinx,Varus,Rell,Rakan
Keypulse Esports,Hurricane of Feathers,14.01,Red,Malphite,Aatrox,Brand,Kha'Zix,Naafiri,Corki,Aphelios,Jinx,Bard,Thresh
NNO Prime,Austrian Force willhaben,14.01,Red,Ornn,Gwen,Xin Zhao,Vi,Azir,Orianna,Lucian,Aphelios,Nami,Milio
Back2TheGame,Iron Wolves,14.01,Blue,Aatrox,Trundle,Maokai,Morgana,Corki,Ezreal,Jhin,Kalista,Braum,Nautilus
Ruddy Esports,NORD Esports,14.01,Red,Aatrox,Gwen,Maokai,Xin Zhao,Jayce,Corki,Varus,Jhin,Rell,Alistar
Vitality.Bee,BK ROG Esports,14.01,Red,K'Sante,Aatrox,Nocturne,Vi,Corki,Azir,Jinx,Xayah,Milio,Rakan
Forsaken,Team ESCA Gaming,14.01,Blue,Rumble,Aatrox,Rell,Jarvan IV,Tristana,Taliyah,Jhin,Varus,Bard,Milio
Lupus Esports,Ankora Gaming,14.01,Blue,K'Sante,Gwen,Trundle,Xin Zhao,Corki,Azir,Lucian,Aphelios,Milio,Nautilus
Venomcrest Esports,Nativz,14.01,Red,Gnar,K'Sante,Bel'Veth,Nocturne,LeBlanc,Azir,Varus,Jhin,Heimerdinger,Karma
devils.one,Orbit Anonymo Esports,14.01,Red,Renekton,Jax,Lee Sin,Vi,Corki,Vladimir,Draven,Lucian,Zac,Milio
Team GO,GameWard,14.01,Red,Akali,Gnar,Xin Zhao,Rell,K'Sante,Orianna,Varus,Lucian,Nautilus,Milio
SK Gaming Prime,FC Schalke 04 Esports,14.01,Blue,Jax,K'Sante,Maokai,Vi,Akali,Azir,Miss Fortune,Lucian,Nautilus,Nami
Lundqvist Lightside,Verdant,14.01,Red,Jayce,Gnar,Lillia,Vi,K'Sante,Ahri,Xayah,Aphelios,Rakan,Milio
Papara SuperMassive,Beşiktaş Esports,14.01,Red,K'Sante,Gnar,Xin Zhao,Maokai,Sylas,Corki,Varus,Kalista,Rell,Nautilus
Cyber Wolves,Crvena zvezda Esports,14.01,Red,Rumble,Ornn,Vi,Xin Zhao,Azir,Orianna,Ashe,Aphelios,Rell,Braum
Aegis,Team du Sud,14.01,Blue,K'Sante,Aatrox,Rell,Vi,Neeko,Corki,Lucian,Aphelios,Nami,Milio
Eintracht Spandau,Berlin International Gaming,14.01,Blue,Rumble,Ornn,Poppy,Graves,Azir,Neeko,Xayah,Kalista,Rakan,Rell
DMG Esports,NORD Esports,14.01,Red,Yone,Rumble,Xin Zhao,Trundle,Syndra,Akali,Lucian,Varus,Milio,Nautilus
Team GO,Karmine Corp Blue,14.01,Red,K'Sante,Aatrox,Vi,Rell,Ahri,Orianna,Lucian,Varus,Milio,Nautilus
Lionscreed,Venomcrest Esports,14.01,Red,K'Sante,Yone,Rell,Bel'Veth,Azir,Karma,Kalista,Seraphine,Nautilus,Pyke
Vitality.Bee,Gentle Mates,14.01,Blue,Renekton,K'Sante,Rell,Wukong,Azir,Orianna,Ashe,Aphelios,Renata Glasc,Milio
Ankora Gaming,SPIKE Syndicate,14.01,Red,Aatrox,K'Sante,Lee Sin,Trundle,Orianna,Corki,Senna,Seraphine,Cho'Gath,Rakan
Team BDS Academy,BK ROG Esports,14.01,Red,Jayce,Aatrox,Brand,Viego,K'Sante,Orianna,Varus,Kalista,Neeko,Renata Glasc
EGN Esports,GTZ Esports,14.01,Blue,K'Sante,Jax,Vi,Ivern,Hwei,Azir,Varus,Ashe,Rell,Nautilus
Dark Passage,BoostGate Esports,14.01,Red,Ornn,Rumble,Xin Zhao,Rell,Azir,Tristana,Lucian,Varus,Milio,Jhin
Misa Esports,Beşiktaş Esports,14.01,Red,Aatrox,Jayce,Trundle,Xin Zhao,Azir,Sylas,Lucian,Senna,Nami,Tahm Kench
Ankora Gaming,Crvena zvezda Esports,14.01,Red,Aatrox,Renekton,Jax,Xin Zhao,Orianna,Neeko,Senna,Seraphine,Nautilus,Rakan
NASR eSports Turkey,Galakticos,14.01,Blue,Aatrox,Irelia,Maokai,Rell,Azir,Orianna,Lucian,Xayah,Nami,Rakan
Lupus Esports,Partizan Esports,14.01,Blue,Udyr,Ornn,Xin Zhao,Poppy,Corki,Azir,Kalista,Caitlyn,Nautilus,Renata Glasc
Odivelas Sports Club,GTZ Esports,14.01,Red,Rumble,Aatrox,Xin Zhao,Viego,Ekko,Syndra,Tristana,Varus,Nautilus,Rell
White Dragons,BWE Esports,14.01,Blue,Ornn,Milio,Xin Zhao,Mordekaiser,Neeko,Corki,Lucian,Aphelios,Nami,Malphite
Papara SuperMassive,FUT Esports,14.01,Red,Kennen,Aatrox,Lee Sin,Poppy,Akali,Azir,Kalista,Varus,Nautilus,Maokai
Cyber Wolves,Diamant Esports,14.01,Red,Rumble,Udyr,Xin Zhao,Jarvan IV,Taliyah,Azir,Varus,Lucian,Ashe,Milio
EGN Esports,Keypulse Esports,14.01,Blue,Gwen,Shen,Vi,Xin Zhao,LeBlanc,Akali,Lucian,Varus,Nami,Nautilus
SPIKE Syndicate,BeFive,14.01,Red,Jax,K'Sante,Xin Zhao,Lillia,Orianna,Yone,Seraphine,Kalista,Nautilus,Maokai
SAW,Hurricane of Feathers,14.01,Blue,Renekton,Aatrox,Maokai,Ivern,Syndra,Corki,Varus,Ashe,Bard,Rakan
Rogue,SK Gaming,14.01,Red,Aatrox,Gwen,Lee Sin,Xin Zhao,Orianna,Azir,Varus,Jhin,Rakan,Bard
Team Vitality,GiantX,14.01,Red,Jax,Aatrox,Rell,Xin Zhao,Azir,Neeko,Kalista,Draven,Renata Glasc,Blitzcrank
GiantX,Team BDS,14.01,Red,K'Sante,Garen,Lee Sin,Graves,Neeko,Orianna,Kalista,Varus,Rell,Ashe
G2 Esports,Karmine Corp,14.01,Blue,Kennen,Malphite,Viego,Vi,LeBlanc,Neeko,Aphelios,Lucian,Nautilus,Milio
Rogue,Team Heretics,14.01,Red,Aatrox,K'Sante,Maokai,Xin Zhao,Azir,Akali,Kalista,Varus,Rell,Bard
Team Heretics,GiantX,14.01,Blue,Gnar,Aatrox,Xin Zhao,Sejuani,Akali,Azir,Varus,Ashe,Bard,Rakan
SK Gaming,Fnatic,14.01,Blue,Jax,Renekton,Rell,Sejuani,Neeko,Azir,Draven,Kalista,Renata Glasc,Blitzcrank
Team BDS,G2 Esports,14.01,Red,Renekton,Gwen,Nocturne,Vi,Akali,Neeko,Kalista,Aphelios,Pyke,Renata Glasc
Karmine Corp,Fnatic,14.01,Red,Gragas,K'Sante,Jax,Xin Zhao,Azir,Akali,Lucian,Aphelios,Nami,Milio
MAD Lions KOI,Team Heretics,14.01,Blue,Gwen,Gragas,Xin Zhao,Vi,LeBlanc,Ryze,Aphelios,Lucian,Renata Glasc,Nami
MAD Lions KOI,SK Gaming,14.01,Red,Poppy,Renekton,Xin Zhao,Rell,Gragas,Akali,Lucian,Kalista,Milio,Renata Glasc
Fnatic,Team Vitality,14.01,Blue,K'Sante,Jax,Poppy,Xin Zhao,Azir,Xerath,Varus,Lucian,Renata Glasc,Nami
Team Vitality,Team BDS,14.01,Red,Rumble,Sion,Jarvan IV,Xin Zhao,Orianna,Azir,Varus,Jhin,Rakan,Karma
G2 Esports,Rogue,14.01,Red,Jax,K'Sante,Trundle,Xin Zhao,Neeko,Azir,Aphelios,Varus,Rell,Rakan
Karmine Corp,MAD Lions KOI,14.01,Red,Jax,Akali,Xin Zhao,Sejuani,Azir,Neeko,Caitlyn,Aphelios,Ashe,Renata Glasc
